"37,""25,5556"",""25,8544"",""26,1270"",""26,3785"",""28,2536"",""29,5854"",""31,6397"",""35,5722"",""42,4478"",""59,3653"",37"
"38,""26,4127"",""26,7176"",""26,9958"",""27,2525"",""29,1661"",""30,5258"",""32,6236"",""36,6429"",""43,6803"",""61,0278"",38"
"39,""27,2724"",""27,5833"",""27,8670"",""28,1288"",""30,0808"",""31,4679"",""33,6090"",""37,7147"",""44,9134"",""62,6904"",39"
"40,""28,1344"",""28,4514"",""28,7406"",""29,0074"",""30,9973"",""32,4118"",""34,5960"",""38,7874"",""46,1470"",""64,3531"",40"
"41,""28,9989"",""29,3218"",""29,6164"",""29,8882"",""31,9158"",""33,3574"",""35,5843"",""39,8612"",""47,3812"",""66,0161"",41"
"42,""29,8655"",""30,1943"",""30,4943"",""30,7712"",""32,8360"",""34,3046"",""36,5739"",""40,9359"",""48,6158"",""67,6791"",42"
"43,""30,7343"",""31,0690"",""31,3743"",""31,6561"",""33,7580"",""35,2533"",""37,5648"",""42,0114"",""49,8509"",""69,3424"",43"
"44,""31,6052"",""31,9457"",""32,2563"",""32,5430"",""34,6817"",""36,2035"",""38,5570"",""43,0878"",""51,0865"",""71,0057"",44"
"45,""32,4781"",""32,8243"",""33,1402"",""33,4317"",""35,6069"",""37,1551"",""39,5503"",""44,1650"",""52,3225"",""72,6692"",45"
"46,""33,3530"",""33,7049"",""34,0260"",""34,3223"",""36,5337"",""38,1081"",""40,5447"",""45,2430"",""53,5589"",""74,3328"",46"
"47,""34,2297"",""34,5872"",""34,9135"",""35,2146"",""37,4619"",""39,0624"",""41,5403"",""46,3218"",""54,7957"",""75,9965"",47"
"48,""35,1082"",""35,4713"",""35,8027"",""36,1086"",""38,3916"",""40,0180"",""42,5369"",""47,4012"",""56,0328"",""77,6603"",48"
"49,""35,9884"",""36,3572"",""36,6936"",""37,0042"",""39,3227"",""40,9748"",""43,5345"",""48,4813"",""57,2703"",""79,3242"",49"
"50,""36,8703"",""37,2446"",""37,5862"",""37,9014"",""40,2551"",""41,9327"",""44,5331"",""49,5621"",""58,5082"",""80,9882"",50"
